INFO:tensorflow:Restoring parameters from /data/users/demelin/thesis/cognitive_language_model/src/checkpoints/best_cog_lm.ckpt
INFO:root:Model restored from best_cog_lm.ckpt
INFO:root:[TRAINING] Epoch: 0 | Step: 100 | Global step: 100 | Running loss avg: 3.3961
INFO:root:[TRAINING] Epoch: 49 | Step: 1200 | Global step: 111597 | Running loss avg: 0.1745
INFO:root:[TRAINING] Epoch: 49 | Step: 1300 | Global step: 111697 | Running loss avg: 0.1622
INFO:root:[TRAINING] Epoch: 49 | Step: 1400 | Global step: 111797 | Running loss avg: 0.1671
INFO:root:[TRAINING] Epoch: 49 | Step: 1500 | Global step: 111897 | Running loss avg: 0.0869
INFO:root:[TRAINING] Epoch: 49 | Step: 1600 | Global step: 111997 | Running loss avg: 0.0771
INFO:root:[TRAINING] Epoch: 49 | Step: 1700 | Global step: 112097 | Running loss avg: 0.0690
INFO:root:[TRAINING] Epoch: 49 | Step: 1800 | Global step: 112197 | Running loss avg: 0.2240
INFO:root:[TRAINING] Epoch: 49 | Step: 1900 | Global step: 112297 | Running loss avg: 0.2851
INFO:root:[TRAINING] Epoch: 49 | Step: 2000 | Global step: 112397 | Running loss avg: 0.2445
INFO:root:[TRAINING] Epoch: 49 | Step: 2100 | Global step: 112497 | Running loss avg: 0.1294
INFO:root:[TRAINING] Epoch: 49 | Step: 2200 | Global step: 112597 | Running loss avg: 0.1239
INFO:root:[TRAINING] Epoch 49 concluded | Average epoch loss: 0.2405 | Average speed: 3163.84 wps
INFO:root:[VALIDATION] Epoch: 49 | Step: 100 | Running loss avg: 0.7809
INFO:root:[VALIDATION] Epoch: 49 | Step: 200 | Running loss avg: 0.7013
INFO:root:[VALIDATION] Epoch: 49 | Step: 300 | Running loss avg: 0.8466
INFO:root:[VALIDATION] Epoch: 49 | Step: 400 | Running loss avg: 0.9866
INFO:root:[VALIDATION] Epoch 49 concluded | Validation epoch loss: 0.8341
INFO:root:==========
INFO:root:Training samples decoding:
INFO:root:Encoded: there is a wide range of considerations to be taken into account
Decoded: there is a high reduction of these to be considered into account.
INFO:root:Encoded: the new cigarette health warnings will cover half the surface of cigarette packs with warnings 40 of the packet size on the front and 50 on the back
Decoded: the very tobacco tobacco who will stand short the definition of digital <UNK> for phthalates <NUM> of the cap conference on the majority and <NUM> on the moment.
INFO:root:Encoded: i would just like to point out that the committee approved this report almost unanimously with only one abstention and all the political groups from the ppe to the pse to the greens contributed to improving it
Decoded: i would therefore like to point out that the committee directive this report was again with a first democrat and all the our groups from the speech to the congratulate to the americans refer to establish this.
INFO:root:----------
INFO:root:Validation samples decoding:
INFO:root:Encoded: i have heard in the course of the discussions that have taken place in the last few weeks that the member states do not have enough money to undertake the controls
Decoded: i have pleased in the interests of the debates that has taken place in the <UNK> few weeks that the member states do not me had be to prepare the sanctions.
INFO:root:Encoded: commissioner solbes said in the committee that he respects the swedish government s desire to allow the people to decide the question in a referendum
Decoded: commissioner de delighted in the group and he said the french government s commitment to learn the people should reject the question in a sitting.
INFO:root:Encoded: the president is right
Decoded: the president is right.
INFO:root:==========
INFO:root:[TRAINING] Epoch: 50 | Step: 100 | Global step: 112750 | Running loss avg: 0.1506
INFO:root:[TRAINING] Epoch: 50 | Step: 200 | Global step: 112850 | Running loss avg: 0.1403
INFO:root:[TRAINING] Epoch: 50 | Step: 300 | Global step: 112950 | Running loss avg: 0.1547
INFO:root:[TRAINING] Epoch: 50 | Step: 400 | Global step: 113050 | Running loss avg: 0.1903
INFO:root:[TRAINING] Epoch: 50 | Step: 500 | Global step: 113150 | Running loss avg: 0.1825
INFO:root:[TRAINING] Epoch: 50 | Step: 600 | Global step: 113250 | Running loss avg: 0.1837
INFO:root:[TRAINING] Epoch: 50 | Step: 700 | Global step: 113350 | Running loss avg: 0.3511
INFO:root:[TRAINING] Epoch: 50 | Step: 800 | Global step: 113450 | Running loss avg: 0.3004
INFO:root:[TRAINING] Epoch: 50 | Step: 900 | Global step: 113550 | Running loss avg: 0.2675
INFO:root:[TRAINING] Epoch: 50 | Step: 1000 | Global step: 113650 | Running loss avg: 0.2168
INFO:root:[TRAINING] Epoch: 50 | Step: 1100 | Global step: 113750 | Running loss avg: 0.2358
INFO:root:[TRAINING] Epoch: 50 | Step: 1200 | Global step: 113850 | Running loss avg: 0.1856
INFO:root:[TRAINING] Epoch: 50 | Step: 1300 | Global step: 113950 | Running loss avg: 0.1243
INFO:root:[TRAINING] Epoch: 50 | Step: 1400 | Global step: 114050 | Running loss avg: 0.1175
INFO:root:[TRAINING] Epoch: 50 | Step: 1500 | Global step: 114150 | Running loss avg: 0.0779
INFO:root:[TRAINING] Epoch: 50 | Step: 1600 | Global step: 114250 | Running loss avg: 0.0652
INFO:root:[TRAINING] Epoch: 50 | Step: 1700 | Global step: 114350 | Running loss avg: 0.0616
INFO:root:[TRAINING] Epoch: 50 | Step: 1800 | Global step: 114450 | Running loss avg: 0.5632
INFO:root:[TRAINING] Epoch: 50 | Step: 1900 | Global step: 114550 | Running loss avg: 0.4516
INFO:root:[TRAINING] Epoch: 50 | Step: 2000 | Global step: 114650 | Running loss avg: 0.3832
INFO:root:[TRAINING] Epoch: 50 | Step: 2100 | Global step: 114750 | Running loss avg: 0.1948
INFO:root:[TRAINING] Epoch: 50 | Step: 2200 | Global step: 114850 | Running loss avg: 0.1917
INFO:root:[TRAINING] Epoch 50 concluded | Average epoch loss: 0.2168 | Average speed: 3166.47 wps
INFO:root:[VALIDATION] Epoch: 50 | Step: 100 | Running loss avg: 0.8358
INFO:root:[VALIDATION] Epoch: 50 | Step: 200 | Running loss avg: 0.9906
INFO:root:[VALIDATION] Epoch: 50 | Step: 300 | Running loss avg: 0.8959
INFO:root:[VALIDATION] Epoch: 50 | Step: 400 | Running loss avg: 0.6893
INFO:root:[VALIDATION] Epoch 50 concluded | Validation epoch loss: 0.8611
INFO:root:==========
INFO:root:Training samples decoding:
INFO:root:Encoded: that arrest can be seen as a response by the government of brazil to the appeal from the paraguayan government to the neighbouring countries for cooperation given the threats of attempts to destabilise democracy originating from outside the country
Decoded: that inquiry will be seen as an response by the government of europol to to press from the diplomatic government to the british europe of parliament with the of of messages to do our abuses from from the world.
INFO:root:Encoded: i am of course very much in favour of our arranging for the present directive to be implemented in the member states as quickly as possible
Decoded: i am of course very clear in terms of mrs substances for the present proposal to be applied in the member states as quickly as possible.
INFO:root:Encoded: in this regard i have proposed tomorrow two amendments to item 2 and item 3 adding a word to ensure that eufunded programmes do not cause unauthorised damage or destruction to actual or potential protected sites
Decoded: in this important i been proposed amendments two amendments to table <NUM> of directive <NUM> cut a warning to that that <UNK> which are not great little money or live to address or increasing road easily.
INFO:root:----------
INFO:root:Validation samples decoding:
INFO:root:Encoded: several thousand people have become refugees or immigrants to the european union and only a few tens of thousands remain in the area where they have lived since ancient times
Decoded: two days people have become enterprises or producers to the european union and make a few number of benefit affected in the way where which have faces as tragic million.
INFO:root:Encoded: the purpose of the strategy is to equip turkey for entering into negotiations
Decoded: the course of the transparency is to defend turkey for entering into decisions.
INFO:root:Encoded: this development complements nato which will continue to remain responsible for collective security in europe
Decoded: this agreement reached turkey is will continue to build responsible for their security in europe.
INFO:root:==========
INFO:root:[TRAINING] Epoch: 51 | Step: 100 | Global step: 115003 | Running loss avg: 0.2894
INFO:root:[TRAINING] Epoch: 51 | Step: 200 | Global step: 115103 | Running loss avg: 0.3311
INFO:root:[TRAINING] Epoch: 51 | Step: 300 | Global step: 115203 | Running loss avg: 0.3126
INFO:root:[TRAINING] Epoch: 51 | Step: 400 | Global step: 115303 | Running loss avg: 0.2389
INFO:root:[TRAINING] Epoch: 51 | Step: 500 | Global step: 115403 | Running loss avg: 0.3458
INFO:root:[TRAINING] Epoch: 51 | Step: 600 | Global step: 115503 | Running loss avg: 0.2795
INFO:root:[TRAINING] Epoch: 51 | Step: 700 | Global step: 115603 | Running loss avg: 0.2273
INFO:root:[TRAINING] Epoch: 51 | Step: 800 | Global step: 115703 | Running loss avg: 0.2257
INFO:root:[TRAINING] Epoch: 51 | Step: 900 | Global step: 115803 | Running loss avg: 0.2005
INFO:root:[TRAINING] Epoch: 51 | Step: 1000 | Global step: 115903 | Running loss avg: 0.1762
INFO:root:[TRAINING] Epoch: 51 | Step: 1100 | Global step: 116003 | Running loss avg: 0.1681
INFO:root:[TRAINING] Epoch: 51 | Step: 1200 | Global step: 116103 | Running loss avg: 0.1513
INFO:root:[TRAINING] Epoch: 51 | Step: 1300 | Global step: 116203 | Running loss avg: 0.1260
INFO:root:[TRAINING] Epoch: 51 | Step: 1400 | Global step: 116303 | Running loss avg: 0.1299
INFO:root:[TRAINING] Epoch: 51 | Step: 1500 | Global step: 116403 | Running loss avg: 0.6299
INFO:root:[TRAINING] Epoch: 51 | Step: 1600 | Global step: 116503 | Running loss avg: 0.5741
INFO:root:[TRAINING] Epoch: 51 | Step: 1700 | Global step: 116603 | Running loss avg: 0.6888
INFO:root:[TRAINING] Epoch: 51 | Step: 1800 | Global step: 116703 | Running loss avg: 0.3262
INFO:root:[TRAINING] Epoch: 51 | Step: 1900 | Global step: 116803 | Running loss avg: 0.3179
INFO:root:[TRAINING] Epoch: 51 | Step: 2000 | Global step: 116903 | Running loss avg: 0.2260
INFO:root:[TRAINING] Epoch: 51 | Step: 2100 | Global step: 117003 | Running loss avg: 0.0997
INFO:root:[TRAINING] Epoch: 51 | Step: 2200 | Global step: 117103 | Running loss avg: 0.0929
INFO:root:[TRAINING] Epoch 51 concluded | Average epoch loss: 0.2755 | Average speed: 3167.76 wps
INFO:root:[VALIDATION] Epoch: 51 | Step: 100 | Running loss avg: 0.9496
INFO:root:[VALIDATION] Epoch: 51 | Step: 200 | Running loss avg: 0.9609
INFO:root:[VALIDATION] Epoch: 51 | Step: 300 | Running loss avg: 0.7010
INFO:root:[VALIDATION] Epoch: 51 | Step: 400 | Running loss avg: 0.9614
INFO:root:[VALIDATION] Epoch 51 concluded | Validation epoch loss: 0.8849
INFO:root:==========
INFO:root:Training samples decoding:
INFO:root:Encoded: with your permission i would like to reraise the point of order that i tried to make just before the votes this morning
Decoded: for your comments i would like to <UNK> the point of order that i tried to make one before the tomorrow this morning.
INFO:root:Encoded: it should also have an encouraging effect as a flexible part is left open for people who operate on an environmentallyfriendly basis provided that the commission keeps a close eye on this whole process and checks whether the system works
Decoded: it should also have our recent question as a token issue is not up to people who are on an definition system measures the the commission intends a great for on this intergovernmental level and emissions that the system centre.
INFO:root:Encoded: but it is precisely because this is such an important topic that parliament and especially the portuguese presidency would have done well to have set more time aside for it
Decoded: however it is precisely that this is such a this element that house and and the member presidency will also done well to have take rather nothing looking for it.
INFO:root:----------
INFO:root:Validation samples decoding:
INFO:root:Encoded: the adoption of such a measure would be regarded as creating an extremely serious precedent by anyone opposed to a standardised european taxation system
Decoded: the adoption of such a tax would be created as consistent an reality about discrimination expressed with with to a perfect policy system system.
INFO:root:Encoded: i would therefore advocate that a ceiling of 25 years for the protection of registered design rights would be quite sufficient
Decoded: i would agree sure that the number of <NUM> time for for control and managing outside it would be very possible.
INFO:root:Encoded: but it would seem rather difficult to implement such an ambitious project as eeurope if it is not allocated its own financial resources
Decoded: however it would seem often right to compliance such an internal it a line that it is not applied their own financial aid.
INFO:root:==========
INFO:root:[TRAINING] Epoch: 52 | Step: 100 | Global step: 117256 | Running loss avg: 0.5620
INFO:root:[TRAINING] Epoch: 52 | Step: 200 | Global step: 117356 | Running loss avg: 0.4691
INFO:root:[TRAINING] Epoch: 52 | Step: 300 | Global step: 117456 | Running loss avg: 0.3627
INFO:root:[TRAINING] Epoch: 52 | Step: 400 | Global step: 117556 | Running loss avg: 0.2640
INFO:root:[TRAINING] Epoch: 52 | Step: 500 | Global step: 117656 | Running loss avg: 0.2304
INFO:root:[TRAINING] Epoch: 52 | Step: 600 | Global step: 117756 | Running loss avg: 0.1573
INFO:root:[TRAINING] Epoch: 52 | Step: 700 | Global step: 117856 | Running loss avg: 0.0882
INFO:root:[TRAINING] Epoch: 52 | Step: 800 | Global step: 117956 | Running loss avg: 0.0896
INFO:root:[TRAINING] Epoch: 52 | Step: 900 | Global step: 118056 | Running loss avg: 0.1451
INFO:root:[TRAINING] Epoch: 52 | Step: 1000 | Global step: 118156 | Running loss avg: 0.1718
INFO:root:[TRAINING] Epoch: 52 | Step: 1100 | Global step: 118256 | Running loss avg: 0.1794
INFO:root:[TRAINING] Epoch: 52 | Step: 1200 | Global step: 118356 | Running loss avg: 0.2338
INFO:root:[TRAINING] Epoch: 52 | Step: 1300 | Global step: 118456 | Running loss avg: 0.2386
INFO:root:[TRAINING] Epoch: 52 | Step: 1400 | Global step: 118556 | Running loss avg: 0.2290
INFO:root:[TRAINING] Epoch: 52 | Step: 1500 | Global step: 118656 | Running loss avg: 0.6876
INFO:root:[TRAINING] Epoch: 52 | Step: 1600 | Global step: 118756 | Running loss avg: 0.6924
INFO:root:[TRAINING] Epoch: 52 | Step: 1700 | Global step: 118856 | Running loss avg: 0.5088
INFO:root:[TRAINING] Epoch: 52 | Step: 1800 | Global step: 118956 | Running loss avg: 0.1944
INFO:root:[TRAINING] Epoch: 52 | Step: 1900 | Global step: 119056 | Running loss avg: 0.1623
INFO:root:[TRAINING] Epoch: 52 | Step: 2000 | Global step: 119156 | Running loss avg: 0.2230
INFO:root:[TRAINING] Epoch: 52 | Step: 2100 | Global step: 119256 | Running loss avg: 0.2945
INFO:root:[TRAINING] Epoch: 52 | Step: 2200 | Global step: 119356 | Running loss avg: 0.3399
INFO:root:[TRAINING] Epoch 52 concluded | Average epoch loss: 0.2967 | Average speed: 3065.68 wps
INFO:root:[VALIDATION] Epoch: 52 | Step: 100 | Running loss avg: 1.0454
INFO:root:[VALIDATION] Epoch: 52 | Step: 200 | Running loss avg: 0.7846
INFO:root:[VALIDATION] Epoch: 52 | Step: 300 | Running loss avg: 1.0466
INFO:root:[VALIDATION] Epoch: 52 | Step: 400 | Running loss avg: 0.8779
INFO:root:[VALIDATION] Epoch 52 concluded | Validation epoch loss: 0.9445
INFO:root:==========
INFO:root:Training samples decoding:
INFO:root:Encoded: i believe that this is an essential point because the prime minister of portugal over recent months has indicated that he is firmly committed to defending these common values
Decoded: i think that this is an important point and the president group of europe at recent years were asked that it is genuinely like to combating our fundamental institutions.
INFO:root:Encoded: in this respect it would probably be more appropriate to ask scientists to conduct further research into the possibility of obtaining differentiated stem cells for therapeutic purposes particularly from adult organs
Decoded: in this respect it would therefore a more possible to the questions to urgently sufficient policy than the means of using rolling gene tape from the activities both from decades sites.
INFO:root:Encoded: i personally feel that the best approach is to check that members are present for the vote so that they can leave if they are submitting their explanation in writing and so that the explanations of vote in writing by members who have not taken part in the vote are not counted
Decoded: i am believe that the same approach is to say that all we set for the vote so that i can then we we are on our on in plenary and so that the means of amendments at amendments of members who have be take part in the vote are not discussed.
INFO:root:----------
INFO:root:Validation samples decoding:
INFO:root:Encoded: at the same time i would like to praise the ombudsman for a model annual report which is easytoread and at the same time comprehensive
Decoded: at the same time i would like to inform the person for a global monitoring directive which is <UNK> and at the same point.
INFO:root:Encoded: proof of this lies in the petitions we handle on a daily basis in the committee on petitions
Decoded: instead of this because in the members we instead on a positive basis of the committee on petitions.
INFO:root:Encoded: the deviations in these 16 incorrect applications were in ten cases between 0 and 3 in four cases between 3 and 5 and for only two applications in the entire random sample for the whole community was the deviation over 5
Decoded: the <UNK> in these <NUM> accepts sanctions by in recent years on <NUM> <NUM> <NUM> in some cases on <NUM> and <NUM> and a <UNK> high sectors in the entire marketing ie for the development programme was a <UNK> years <NUM>.
INFO:root:==========
INFO:root:Learning rate reduced from 0.00009000 to 0.00008100 after 10 stagnant epochs
INFO:root:[TRAINING] Epoch: 53 | Step: 100 | Global step: 119509 | Running loss avg: 0.3782
INFO:root:[TRAINING] Epoch: 53 | Step: 200 | Global step: 119609 | Running loss avg: 0.3398
INFO:root:[TRAINING] Epoch: 53 | Step: 300 | Global step: 119709 | Running loss avg: 0.3253
INFO:root:[TRAINING] Epoch: 53 | Step: 400 | Global step: 119809 | Running loss avg: 0.3689
INFO:root:[TRAINING] Epoch: 53 | Step: 500 | Global step: 119909 | Running loss avg: 0.3525
INFO:root:[TRAINING] Epoch: 53 | Step: 600 | Global step: 120009 | Running loss avg: 0.3123
INFO:root:[TRAINING] Epoch: 53 | Step: 700 | Global step: 120109 | Running loss avg: 0.2720
INFO:root:[TRAINING] Epoch: 53 | Step: 800 | Global step: 120209 | Running loss avg: 0.2475
INFO:root:[TRAINING] Epoch: 53 | Step: 900 | Global step: 120309 | Running loss avg: 0.4141
INFO:root:[TRAINING] Epoch: 53 | Step: 1000 | Global step: 120409 | Running loss avg: 0.5553
INFO:root:[TRAINING] Epoch: 53 | Step: 1100 | Global step: 120509 | Running loss avg: 0.6078
INFO:root:[TRAINING] Epoch: 53 | Step: 1200 | Global step: 120609 | Running loss avg: 0.3633
INFO:root:[TRAINING] Epoch: 53 | Step: 1300 | Global step: 120709 | Running loss avg: 0.2254
INFO:root:[TRAINING] Epoch: 53 | Step: 1400 | Global step: 120809 | Running loss avg: 0.1995
INFO:root:[TRAINING] Epoch: 53 | Step: 1500 | Global step: 120909 | Running loss avg: 0.1055
INFO:root:[TRAINING] Epoch: 53 | Step: 1600 | Global step: 121009 | Running loss avg: 0.0922
INFO:root:[TRAINING] Epoch: 53 | Step: 1700 | Global step: 121109 | Running loss avg: 0.0872
INFO:root:[TRAINING] Epoch: 53 | Step: 1800 | Global step: 121209 | Running loss avg: 0.2716
INFO:root:[TRAINING] Epoch: 53 | Step: 1900 | Global step: 121309 | Running loss avg: 0.2886
INFO:root:[TRAINING] Epoch: 53 | Step: 2000 | Global step: 121409 | Running loss avg: 0.2684
INFO:root:[TRAINING] Epoch: 53 | Step: 2100 | Global step: 121509 | Running loss avg: 0.1432
INFO:root:[TRAINING] Epoch: 53 | Step: 2200 | Global step: 121609 | Running loss avg: 0.1360
INFO:root:[TRAINING] Epoch 53 concluded | Average epoch loss: 0.2855 | Average speed: 3067.75 wps
INFO:root:[VALIDATION] Epoch: 53 | Step: 100 | Running loss avg: 1.0289
INFO:root:[VALIDATION] Epoch: 53 | Step: 200 | Running loss avg: 0.9183
INFO:root:[VALIDATION] Epoch: 53 | Step: 300 | Running loss avg: 0.9760
INFO:root:[VALIDATION] Epoch: 53 | Step: 400 | Running loss avg: 0.7699
INFO:root:[VALIDATION] Epoch 53 concluded | Validation epoch loss: 0.8956
INFO:root:==========
INFO:root:Training samples decoding:
INFO:root:Encoded: it is a sound report
Decoded: it is a statement report.
INFO:root:Encoded: the objective of this international convention is to contribute towards world food security but also to make it possible to respond to acute food crises with different food requirements
Decoded: the part of the european nations is to order into europe s security and also to make it also to to to reduce social producers in <UNK> trade funds.
INFO:root:Encoded: i still believe that the name quality chocolate should be reserved for chocolate which does not contain any alternative vegetable fats
Decoded: i still convinced that the opposite risk quotas and be paid for dangerous which does not impossible any specific well identified.
INFO:root:----------
INFO:root:Validation samples decoding:
INFO:root:Encoded: all the same we doubt whether such an initiative would be effective in view of the uncertainty surrounding the election preparations
Decoded: all the same we know because such an legislation must be particularly in fact of the causes surrounding the entry.
INFO:root:Encoded: with regard to regional policy my group would like to see the commission ensure the full application of the partnership principle at all levels of programming of the structural funds
Decoded: with regard to trade cooperation european commissioner would like to see the commission need the same application of the charter principle in some of of discharge of the structural funds.
INFO:root:Encoded: thirdly  and this is closely related to the previous point  the budget for humanitarian aid must be increased proportionally with its political importance and the real objectives we wish to achieve and which can be counted in the most important terms human lives
Decoded: secondly and this is important needs to the first part the period for structural action and be been such with our political view and the potential problems we support to ensure and we can not encouraged in the most political interests life lives.
INFO:root:==========
INFO:root:[TRAINING] Epoch: 54 | Step: 100 | Global step: 121762 | Running loss avg: 0.1345
INFO:root:[TRAINING] Epoch: 54 | Step: 200 | Global step: 121862 | Running loss avg: 0.1392
INFO:root:[TRAINING] Epoch: 54 | Step: 300 | Global step: 121962 | Running loss avg: 0.1711
INFO:root:[TRAINING] Epoch: 54 | Step: 400 | Global step: 122062 | Running loss avg: 0.2136
INFO:root:[TRAINING] Epoch: 54 | Step: 500 | Global step: 122162 | Running loss avg: 0.2138
INFO:root:[TRAINING] Epoch: 54 | Step: 600 | Global step: 122262 | Running loss avg: 0.1938
INFO:root:[TRAINING] Epoch: 54 | Step: 700 | Global step: 122362 | Running loss avg: 0.1847
INFO:root:[TRAINING] Epoch: 54 | Step: 800 | Global step: 122462 | Running loss avg: 0.1804
INFO:root:[TRAINING] Epoch: 54 | Step: 900 | Global step: 122562 | Running loss avg: 0.1964
INFO:root:[TRAINING] Epoch: 54 | Step: 1000 | Global step: 122662 | Running loss avg: 0.2224
INFO:root:[TRAINING] Epoch: 54 | Step: 1100 | Global step: 122762 | Running loss avg: 0.2279
INFO:root:[TRAINING] Epoch: 54 | Step: 1200 | Global step: 122862 | Running loss avg: 0.1875
INFO:root:[TRAINING] Epoch: 54 | Step: 1300 | Global step: 122962 | Running loss avg: 0.1452
INFO:root:[TRAINING] Epoch: 54 | Step: 1400 | Global step: 123062 | Running loss avg: 0.1438
INFO:root:[TRAINING] Epoch: 54 | Step: 1500 | Global step: 123162 | Running loss avg: 0.2609
INFO:root:[TRAINING] Epoch: 54 | Step: 1600 | Global step: 123262 | Running loss avg: 0.3775
INFO:root:[TRAINING] Epoch: 54 | Step: 1700 | Global step: 123362 | Running loss avg: 0.4267
INFO:root:[TRAINING] Epoch: 54 | Step: 1800 | Global step: 123462 | Running loss avg: 0.0981
INFO:root:[TRAINING] Epoch: 54 | Step: 1900 | Global step: 123562 | Running loss avg: 0.0916
INFO:root:[TRAINING] Epoch: 54 | Step: 2000 | Global step: 123662 | Running loss avg: 0.2007
INFO:root:[TRAINING] Epoch: 54 | Step: 2100 | Global step: 123762 | Running loss avg: 0.6417
INFO:root:[TRAINING] Epoch: 54 | Step: 2200 | Global step: 123862 | Running loss avg: 0.5833
INFO:root:[TRAINING] Epoch 54 concluded | Average epoch loss: 0.2454 | Average speed: 3245.76 wps
INFO:root:[VALIDATION] Epoch: 54 | Step: 100 | Running loss avg: 0.6979
INFO:root:[VALIDATION] Epoch: 54 | Step: 200 | Running loss avg: 0.9657
INFO:root:[VALIDATION] Epoch: 54 | Step: 300 | Running loss avg: 1.0060
INFO:root:[VALIDATION] Epoch: 54 | Step: 400 | Running loss avg: 1.0180
INFO:root:[VALIDATION] Epoch 54 concluded | Validation epoch loss: 0.9263
INFO:root:==========
INFO:root:Training samples decoding:
INFO:root:Encoded: the committee took great care over its work  and i would especially like to thank its chairperson  although a more conservative extremely cautious interpretation prevailed in the end for we did not want to push the boat out too far since the directive will be supplemented on the basis of three years monitoring of the use of spare parts for the purpose of repair
Decoded: the council in major other both for work as i am very like to vote following fridays but a very very clear clear that and in the end of you at not wish to implement the states out all but at the directive will be justified on the basis of over <NUM> of of the use of of grounds for the purpose of.
INFO:root:Encoded: as for the arrangements covering european union assistance to the western balkans members will be aware that we are drawing up a new regulation to simplify and streamline their management and to put everything under one regulation
Decoded: as by the treaty under community community plan to the world countries europe to be aware that they have set up a new regulation to ban and recycling certain management and to make it under new.
INFO:root:Encoded: the proposed directive provides for strict liability for damage caused by euregulated dangerous activities and my concern and perhaps the commissioner can deal with this is whether or not the environmental liability paper will be able to deal with problems of the type of erika in future
Decoded: the proposed directive provides for ambitious liability for waste used for information management for information discrimination and other concern and you the <UNK> in deal with this is so even in the information of labelling will be put to deal with terms of the type of origin.
INFO:root:----------
INFO:root:Validation samples decoding:
INFO:root:Encoded: finally these amendments are simply intended to be a reminder of certain specific aspects but it is clear that both the guidelines proposed by the commission and mrs thyssen s report move within boundaries which are reasonable and practical
Decoded: finally you amendments are still able to be be the of all certain issues and it is about that both the measures proposed by the report and mrs attacks s proposal comes to within which are essential and effective.
INFO:root:Encoded: during these visits i held discussions with the greek government and raised this concern about the correct implementation of the partnership objective and requirement
Decoded: regarding these relatives they signed cooperation with the danish government and upon your attention that the the implementation of the legislative framework of the.
INFO:root:Encoded: mr president along with my colleagues i would like to welcome the very clear document that the portuguese presidency has given us today
Decoded: president president in with your opinion i would like to welcome the very important issue that the previous presidency to done you.
INFO:root:==========
INFO:root:[TRAINING] Epoch: 55 | Step: 100 | Global step: 124015 | Running loss avg: 0.3370
INFO:root:[TRAINING] Epoch: 55 | Step: 200 | Global step: 124115 | Running loss avg: 0.2958
INFO:root:[TRAINING] Epoch: 55 | Step: 300 | Global step: 124215 | Running loss avg: 0.2391
INFO:root:[TRAINING] Epoch: 55 | Step: 400 | Global step: 124315 | Running loss avg: 0.0826
INFO:root:[TRAINING] Epoch: 55 | Step: 500 | Global step: 124415 | Running loss avg: 0.0820
INFO:root:[TRAINING] Epoch: 55 | Step: 600 | Global step: 124515 | Running loss avg: 0.2562
INFO:root:[TRAINING] Epoch: 55 | Step: 700 | Global step: 124615 | Running loss avg: 0.4958
INFO:root:[TRAINING] Epoch: 55 | Step: 800 | Global step: 124715 | Running loss avg: 0.5276
INFO:root:[TRAINING] Epoch: 55 | Step: 900 | Global step: 124815 | Running loss avg: 0.3009
INFO:root:[TRAINING] Epoch: 55 | Step: 1000 | Global step: 124915 | Running loss avg: 0.2094
INFO:root:[TRAINING] Epoch: 55 | Step: 1100 | Global step: 125015 | Running loss avg: 0.1957
INFO:root:[TRAINING] Epoch: 55 | Step: 1200 | Global step: 125115 | Running loss avg: 0.1415
INFO:root:[TRAINING] Epoch: 55 | Step: 1300 | Global step: 125215 | Running loss avg: 0.1276
INFO:root:[TRAINING] Epoch: 55 | Step: 1400 | Global step: 125315 | Running loss avg: 0.1331
INFO:root:[TRAINING] Epoch: 55 | Step: 1500 | Global step: 125415 | Running loss avg: 0.1482
INFO:root:[TRAINING] Epoch: 55 | Step: 1600 | Global step: 125515 | Running loss avg: 0.1472
INFO:root:[TRAINING] Epoch: 55 | Step: 1700 | Global step: 125615 | Running loss avg: 0.1735
INFO:root:[TRAINING] Epoch: 55 | Step: 1800 | Global step: 125715 | Running loss avg: 0.2203
INFO:root:[TRAINING] Epoch: 55 | Step: 1900 | Global step: 125815 | Running loss avg: 0.1927
INFO:root:[TRAINING] Epoch: 55 | Step: 2000 | Global step: 125915 | Running loss avg: 0.1947
INFO:root:[TRAINING] Epoch: 55 | Step: 2100 | Global step: 126015 | Running loss avg: 0.2165
INFO:root:[TRAINING] Epoch: 55 | Step: 2200 | Global step: 126115 | Running loss avg: 0.2386
INFO:root:[TRAINING] Epoch 55 concluded | Average epoch loss: 0.2253 | Average speed: 3255.72 wps
INFO:root:[VALIDATION] Epoch: 55 | Step: 100 | Running loss avg: 0.8813
INFO:root:[VALIDATION] Epoch: 55 | Step: 200 | Running loss avg: 0.8706
INFO:root:[VALIDATION] Epoch: 55 | Step: 300 | Running loss avg: 0.9215
INFO:root:[VALIDATION] Epoch: 55 | Step: 400 | Running loss avg: 0.7044
INFO:root:[VALIDATION] Epoch 55 concluded | Validation epoch loss: 0.8197
INFO:root:==========
INFO:root:Training samples decoding:
INFO:root:Encoded: secondly i would like to mention the issue of financing
Decoded: but i i like to add the question of use rules.
INFO:root:Encoded: this is what i said in the course of one of my presentation sessions in one of the national parliaments  your own parliament in westminster mr martin  and i think i made myself understood
Decoded: this is what i said in the course of one of my interesting check in one of the danish group your our parliament in welcome mr van and i believe have no me again.
INFO:root:Encoded: you should know ladies and gentlemen that making europe tasteless will not contribute to its popularity
Decoded: commissioner to ask ladies and gentlemen that about eu european will not going to their own.
INFO:root:----------
INFO:root:Validation samples decoding:
INFO:root:Encoded: this could be achieved by creating a european civil security force and we shall continue to advance this idea which we shall keep you informed of in the coming months
Decoded: this could be gradually by establishing a most central future accession and we shall continue to achieve this proposal and we shall like you informed of in the coming left.
